GO Term,Number of Entries
GO:0090091,6
GO:0090205,11
GO:1900721,19
GO:0140426,0
GO:0055025,1
GO:2000876,0
GO:0035491,0
GO:0070134,0
GO:0071663,40
GO:1903580,0
GO:0046000,0
GO:0090316,149
GO:1903397,0
GO:1905404,0
GO:0090033,0
GO:1900886,0
GO:1901989,0
GO:0002807,0
GO:0051928,200
GO:0032754,52
GO:1904181,32
GO:0045648,67
GO:0060906,0
GO:1905779,0
GO:0070934,50
GO:2000648,126
GO:1902669,0
GO:1902255,0
GO:0031284,0
GO:1903142,59
GO:1905564,76
GO:1904510,18
GO:0010613,74
GO:0045917,13
GO:2001046,136
GO:0051984,25
GO:0010652,7
GO:2000560,4
GO:1904859,0
GO:0002854,1
GO:0031331,11
GO:0050857,9
GO:2000693,0
GO:2000265,0
GO:1905656,0
GO:0032743,142
GO:0060335,10
GO:1903307,17
GO:2000470,0
GO:0035397,8
GO:1901406,0
GO:1902261,0
GO:0120272,0
GO:1902943,0
GO:1902664,0
GO:1905338,0
GO:1903003,3
GO:1900048,0
GO:0070859,5
GO:2000481,21
GO:1903617,0
GO:1905263,0
GO:2000147,67
GO:0061297,0
GO:0070807,0
GO:0060340,72
GO:1905312,2
GO:2000920,0
GO:1901453,0
GO:0032109,0
GO:0110083,0
GO:1905188,5
GO:0048084,0
GO:0061132,0
GO:1903465,2
GO:0150145,0
GO:0033690,107
GO:2000497,0
GO:1901348,0
GO:0035661,0
GO:0061870,2
GO:1905552,5
GO:0008284,1706
GO:0060808,0
GO:0002429,0
GO:1903774,0
GO:0014064,11
GO:0106129,0
GO:1905294,0
GO:1901956,0
GO:0034173,0
GO:0046635,0
GO:1905149,0
GO:0060161,14
GO:0140471,0
GO:0038178,17
GO:0140846,0
GO:0001930,0
GO:1900845,0
GO:0062038,0
GO:0060399,7
GO:0045850,0
GO:1903947,0
GO:0090026,60
GO:0035081,0
GO:0045687,78
GO:0031398,191
GO:1903404,0
GO:1905050,0
GO:0043270,3
GO:1900672,0
GO:2000334,0
GO:0061059,0
GO:2000123,0
GO:1904685,0
GO:0045927,8
GO:0010455,0
GO:0070318,31
GO:0002803,13
GO:2000883,0
GO:0141170,0
GO:0010739,180
GO:0060697,0
GO:1905002,0
GO:2000510,14
GO:0045899,4
GO:1900171,0
GO:1900688,0
GO:1904427,17
GO:0003251,2
GO:1900677,0
GO:0030335,1357
GO:0051130,0
GO:0032968,148
GO:0120176,0
GO:0032751,0
GO:2000457,0
GO:0010747,6
GO:0070234,7
GO:1901079,0
GO:0090372,0
GO:0010867,30
GO:0003109,0
GO:0030836,12
GO:0046604,4
GO:0032739,3
GO:1901694,0
GO:0051633,0
GO:0032008,77
GO:0070426,0
GO:0043323,26
GO:0071673,16
GO:0070452,0
GO:1903893,16
GO:2001200,6
GO:0090625,2
GO:0062224,0
GO:1903569,8
GO:0120292,0
GO:2000748,0
GO:1901860,0
GO:1901741,65
GO:0045887,36
GO:2000184,0
GO:0071654,0
GO:0043525,310
GO:0050867,9
GO:2001076,0
GO:0002702,0
GO:1902161,12
GO:1901430,0
GO:0060369,35
GO:1902726,0
GO:1905914,0
GO:0032241,0
GO:2000975,2
GO:0032417,4
GO:0046830,0
GO:1904778,12
GO:1902324,0
GO:0034129,0
GO:1900005,0
GO:1904792,2
GO:0033605,17
GO:0010838,27
GO:0110113,0
GO:0045752,0
GO:0120075,0
GO:0050853,200
GO:1903784,0
GO:0010825,35
GO:0070962,0
GO:1904058,6
GO:0023056,0
GO:0075018,0
GO:1905081,0
GO:1902290,0
GO:1904025,11
GO:1903109,3
GO:1904004,0
GO:0045603,45
GO:1901647,0
GO:0032834,0
GO:1900651,0
GO:0070474,3
GO:2000640,0
GO:2000096,43
GO:1904592,0
GO:1901002,0
GO:0032740,56
GO:0034181,0
GO:0050779,5
GO:0072094,0
GO:0045756,0
GO:0080185,0
GO:0010808,51
GO:0072041,0
GO:1904364,3
GO:2000806,19
GO:2000848,0
GO:1901263,0
GO:1905053,46
GO:2000541,16
GO:1901863,0
GO:1900685,0
GO:0010636,36
GO:0048078,0
GO:2001028,41
GO:0010696,0
GO:0070299,0
GO:1900514,0
GO:1900648,0
GO:2001025,30
GO:2000591,4
GO:0002645,0
GO:0035774,245
GO:0003090,0
GO:2000219,0
GO:0141087,0
GO:0032759,20
GO:2000839,0
GO:0032385,6
GO:0140499,0
GO:0045690,0
GO:1900889,0
GO:1905776,0
GO:0045636,57
GO:0032248,0
GO:0045931,161
GO:1903951,0
GO:0060903,5
GO:0003113,0
GO:1905561,0
GO:1904912,0
GO:1903043,3
GO:1900219,0
GO:1902148,0
GO:0061057,0
GO:1903316,0
GO:1903356,0
GO:1903931,0
GO:0046645,0
GO:0070665,8
GO:0009963,0
GO:0071648,0
GO:1902307,17
GO:0032733,81
GO:1905898,13
GO:1905580,1
GO:1903620,4
GO:0051919,3
GO:2001238,94
GO:0002885,0
GO:0075055,0
GO:0052151,0
GO:0002836,0
GO:2000427,31
GO:1903301,3
GO:0051152,64
GO:0002663,3
GO:1903521,0
GO:1901082,2
GO:1904034,0
GO:0010841,5
GO:1901462,0
GO:2000179,84
GO:1904037,46
GO:0002648,0
GO:0035669,24
GO:0032732,18
GO:1900314,0
GO:0070455,3
GO:0060376,12
GO:1901529,0
GO:0045881,0
GO:1900836,0
GO:2000003,0
GO:0045949,0
GO:1905342,8
GO:0090015,0
GO:1900159,25
GO:1904504,29
GO:1901198,0
GO:1904964,0
GO:1900290,0
GO:2001037,0
GO:0051954,0
GO:0032148,6
GO:0048694,0
GO:2000623,59
GO:2000732,0
GO:0048087,0
GO:1904291,8
GO:0141011,0
GO:2000271,9
GO:0045844,16
GO:1905873,0
GO:0001759,27
GO:0062134,0
GO:0035896,0
GO:0060124,85
GO:1905609,24
GO:1904398,20
GO:1905247,0
GO:1902573,0
GO:1900489,0
GO:2000448,0
GO:0035533,0
GO:0080040,0
GO:2000872,3
GO:0060640,0
GO:1903431,0
GO:0061191,0
GO:0110108,0
GO:0048075,0
GO:2000350,0
GO:1904141,3
GO:0032077,0
GO:0032014,43
GO:1905029,0
GO:0042327,115
GO:0045220,0
GO:2000866,9
GO:0043406,63
GO:1904395,29
GO:1903793,0
GO:0090028,0
GO:0003112,0
GO:0060492,1
GO:1904808,2
GO:1900106,0
GO:0097296,6
GO:1904980,43
GO:1903846,0
GO:2000729,0
GO:0046628,117
GO:1902038,0
GO:0051835,41
GO:1900199,0
GO:0002092,84
GO:0031031,0
GO:0034134,17
GO:2000330,31
GO:1904179,42
GO:1901978,9
GO:2000382,0
GO:1902955,18
GO:0014727,0
GO:1905646,0
GO:0048578,0
GO:0090338,0
GO:1900439,0
GO:0002860,16
GO:0002431,5
GO:0120072,0
GO:1905665,29
GO:0090445,0
GO:0045579,28
GO:1900731,10
GO:0014911,166
GO:0140958,1
GO:1901197,0
GO:0045089,45
GO:1904300,3
GO:1902584,0
GO:0071660,23
GO:1900964,0
GO:2000566,59
GO:0002839,5
GO:0120047,0
GO:1904250,0
GO:0070756,0
GO:0002916,0
GO:1904216,0
GO:0106025,0
GO:0060731,2
GO:0034145,34
GO:0141167,0
GO:0043032,34
GO:0120062,0
GO:1903852,5
GO:0035388,0
GO:1905128,18
GO:0060466,11
GO:1900934,0
GO:1904775,0
GO:0002714,0
GO:2000854,2
GO:0002052,283
GO:1903855,0
GO:0075287,0
GO:1904031,0
GO:0141111,0
GO:0035470,8
GO:0014712,0
GO:0051515,0
GO:1900305,0
GO:0045630,29
GO:0032237,67
GO:0033027,11
GO:1901835,0
GO:1904320,0
GO:1900373,0
GO:2001153,16
GO:1903139,0
GO:2000878,0
GO:1901456,0
GO:1902895,238
GO:0032024,384
GO:0048304,34
GO:2000213,0
GO:0070172,0
GO:0010365,0
GO:1900386,0
GO:0031117,8
GO:1900080,0
GO:1904828,27
GO:0045745,108
GO:0001870,0
GO:2000786,88
GO:1900075,6
GO:1900210,0
GO:0045944,4350
GO:1901192,0
GO:0106071,9
GO:0002866,2
GO:1900697,0
GO:0045929,0
GO:1905157,0
GO:0010220,0
GO:0002763,12
GO:0010186,0
GO:0032744,0
GO:1900901,0
GO:0045787,120
GO:0070101,7
GO:0046579,117
GO:1902857,107
GO:1905505,0
GO:1904369,0
GO:1905885,3
GO:0061854,0
GO:0045764,0
GO:1900910,0
GO:0071042,11
GO:1902524,9
GO:2000418,0
GO:1903896,0
GO:1904050,14
GO:1900715,0
GO:1903749,0
GO:2000504,0
GO:0010914,0
GO:0032849,20
GO:1904361,0
GO:0032056,2
GO:1903524,0
GO:0010063,0
GO:0002223,16
GO:1904358,74
GO:0150139,0
GO:1904849,0
GO:1901628,0
GO:2000637,13
GO:0045724,127
GO:1902231,25
GO:2000343,22
GO:1901183,0
GO:1901893,0
GO:0038123,3
GO:0034108,0
GO:0048301,0
GO:2000741,4
GO:2000391,73
GO:1905901,0
GO:1905593,0
GO:2000744,7
GO:1900979,0
GO:0032722,92
GO:0090336,71
GO:0033243,0
GO:0039520,0
GO:1905668,8
GO:0002633,0
GO:0007171,0
GO:1901092,0
GO:0060058,24
GO:0071631,0
GO:0002579,3
GO:2001232,0
GO:0070241,0
GO:1900362,0
GO:0043123,692
GO:1904346,0
GO:0002827,32
GO:1900135,1
GO:2000240,0
GO:0032831,7
