GO Term,Number of Entries
GO:0002407,37
GO:0048246,30
GO:0021951,0
GO:0036061,0
GO:0021792,0
GO:0052131,0
GO:0030593,132
GO:0043057,0
GO:0090668,0
GO:0002518,0
GO:0048060,0
GO:0036517,0
GO:0021836,11
GO:0035767,15
GO:0036518,7
GO:0035705,0
GO:0016200,0
GO:0071965,20
GO:0036516,1
GO:0002410,0
GO:0043326,0
GO:0021793,6
GO:0043056,233
GO:0010183,0
GO:0060362,0
GO:0002551,30
GO:0035747,0
GO:0021790,0
GO:0061583,0
GO:0002233,0
GO:0036268,0
GO:0050918,104
GO:0010818,87
GO:0050919,148
GO:0002548,48
GO:0048247,13
GO:0042333,0
GO:0002232,31
GO:0048061,0
GO:0042331,0
GO:0052128,0
GO:0046957,0
GO:0009455,0
GO:0021788,0
GO:0036519,0
GO:0002575,0
GO:0035769,0
GO:0031987,67
GO:0048245,30
GO:0035706,0
GO:0052129,0
GO:0035754,1
GO:0060326,155
GO:0035704,0
GO:0021844,0
GO:0071434,0
GO:0034670,0
GO:0042332,0
GO:0042334,0
GO:0071670,20
GO:0061643,8
GO:0035232,0
GO:0002409,0
GO:0060361,0
GO:0021950,0
GO:0035766,0
GO:0035233,0
GO:0042330,0
GO:0021787,0
GO:0043052,1
GO:0009454,0
GO:0035768,0
GO:0046956,0
GO:0021834,0
GO:0021791,0
GO:0021835,0
0040011,0
GO:0061352,0
GO:1990956,0
GO:0052130,0
GO:0016201,0
GO:0043327,0
GO:0030595,10
GO:0009453,0
GO:0035782,0
GO:0035700,0
GO:0021842,22
GO:0061642,13
GO:0021841,0
GO:0035707,0
GO:0033058,2
GO:0090667,0
GO:0071621,1
GO:1990751,0
GO:0006935,283
GO:0002408,0
