GO Term,Number of Entries
GO:0060209,0
GO:0044844,0
GO:0051332,0
GO:0000092,0
GO:0042703,0
GO:0060207,0
GO:0022403,0
GO:0042638,0
GO:0098764,0
GO:0051319,0
GO:0007134,0
GO:0000084,0
GO:0044851,0
GO:0051320,0
GO:0000240,0
GO:0000237,0
GO:0051322,0
GO:0000239,0
GO:0060206,0
GO:0098762,0
GO:0051330,0
GO:0000091,0
GO:0007128,0
GO:0044838,0
GO:0042696,0
GO:0007132,0
GO:0072690,0
GO:0000088,0
GO:0060208,0
GO:0042639,0
GO:0051326,0
GO:0098768,0
GO:0098763,0
GO:0051325,0
GO:0060210,0
GO:0007136,0
GO:0000087,0
GO:1990636,0
GO:0000238,0
GO:0051328,0
GO:0051324,0
GO:0042697,0
GO:0000279,0
GO:0007137,0
GO:0042637,0
GO:0000085,0
GO:0051323,0
GO:0051331,0
GO:0000090,0
GO:0051327,0
GO:0000241,0
0044848,0
GO:0000080,0
GO:0007139,0
GO:0007133,0
GO:0000236,0
GO:0051318,0
GO:0098765,0
GO:0022601,0
GO:0000089,0
GO:0000093,0
GO:0051329,0
GO:0042640,0
GO:0007138,0
