GO Term,Number of Entries
GO:0019080,0
GO:0039640,0
GO:0099000,0
GO:0039686,0
GO:0039711,0
GO:0019042,0
GO:0099009,0
GO:0140883,0
GO:0039521,6
GO:0046754,0
GO:0044864,0
GO:0075514,0
GO:0039708,0
GO:0044659,0
GO:0098673,0
GO:0044826,0
GO:0039663,0
GO:0046807,0
GO:0098036,0
GO:0019045,0
GO:0039673,0
GO:0039680,0
GO:0044833,0
GO:0098997,0
GO:0044863,0
GO:0039678,0
GO:0019048,0
GO:0039637,0
GO:0075513,0
GO:0019074,23
GO:0046771,0
GO:0075526,0
GO:0039689,29
GO:0046761,3
GO:0046774,0
GO:0019075,6
GO:0039702,3
GO:0039701,0
GO:0019068,16
GO:0075732,0
GO:0046786,0
GO:0039635,0
GO:0019054,0
GO:0140913,0
GO:0039688,0
GO:0039682,0
GO:0039693,0
GO:0075509,24
GO:0098678,0
GO:0075512,0
GO:0044660,0
GO:0019086,1
GO:0075510,0
GO:0075506,3
GO:0044865,0
GO:0019085,0
GO:0039501,0
GO:0039694,2
GO:0075720,0
GO:0075519,0
GO:0039697,0
GO:0039587,0
GO:0046753,0
GO:0098004,0
GO:0019082,0
GO:0075520,0
GO:0098669,0
GO:0039690,0
GO:0075530,0
GO:0046762,0
GO:0019046,0
GO:0075523,3
GO:0046765,0
GO:0075505,0
GO:0039520,0
GO:0075502,0
GO:0046745,4
GO:0039671,0
GO:0019043,0
GO:0039687,0
GO:0075606,0
GO:0099002,0
GO:0006948,0
GO:0141088,0
GO:0075713,0
GO:0019073,0
GO:0098677,0
GO:0019081,13
GO:0019072,0
GO:0039654,0
GO:0075528,0
GO:0075733,0
GO:0098035,0
GO:0046755,15
GO:0039683,0
GO:0019070,0
GO:0019079,3
GO:0039698,0
GO:0090680,0
GO:0075504,0
GO:0019076,54
GO:0039704,0
GO:0075503,0
GO:0019087,0
GO:0098689,0
GO:0019049,2
GO:0039684,0
GO:1903652,0
GO:0046741,0
GO:0039696,0
GO:0019064,4
GO:0098045,0
GO:0039710,0
GO:0046775,0
GO:0039695,0
GO:0019084,0
GO:0032359,0
GO:0039525,0
GO:0075525,30
GO:0046772,0
GO:0019069,0
GO:0098676,0
GO:0075522,22
GO:0098006,0
GO:0075507,0
GO:0039692,4
GO:0098037,0
GO:0075521,0
GO:0046740,0
GO:0019065,23
GO:0046760,0
GO:0046794,0
GO:0075527,0
GO:0075524,0
GO:0039664,0
GO:0019058,24
GO:0039665,0
GO:0039691,0
GO:0039700,0
GO:0044831,0
GO:0099001,0
GO:0039685,0
GO:0039709,0
GO:0098003,0
GO:0039636,0
GO:0099015,0
GO:0099045,0
GO:0019044,0
GO:0019061,0
GO:0098005,0
GO:0039519,0
GO:0075529,0
GO:0019083,0
GO:0075511,0
GO:0075508,0
0016032,0
GO:0039672,0
GO:0060141,0
GO:0046739,0
GO:0140755,0
