GO Term,Number of Entries
GO:0051886,3
GO:2001170,22
GO:2001036,0
GO:2000490,15
GO:2000447,0
GO:0110118,0
GO:0110034,0
GO:1903946,0
GO:1904827,0
GO:2000940,0
GO:0043939,0
GO:1904661,0
GO:0002638,30
GO:2000261,0
GO:0045920,1
GO:0001915,39
GO:2000750,0
GO:1900888,0
GO:0032718,0
GO:0002859,6
GO:0050732,76
GO:1903973,0
GO:0043407,56
GO:0031452,0
GO:0070955,0
GO:0106427,0
GO:2000552,1
GO:1904459,0
GO:0061186,0
GO:0014014,5
GO:0000075,0
GO:0061774,0
GO:0022003,0
GO:0075262,0
GO:1903147,0
GO:1901797,8
GO:0045668,190
GO:0032720,191
GO:0045662,67
GO:0031348,0
GO:0051545,6
GO:1903579,8
GO:1903520,0
GO:1900028,23
GO:0140744,11
GO:0045695,0
GO:0032705,0
GO:2001042,0
GO:1904848,0
GO:0010930,0
GO:1904876,0
GO:0035431,0
GO:1902364,0
GO:1905872,51
GO:1904715,1
GO:0035387,0
GO:0010974,0
GO:0071032,0
GO:0010616,2
GO:0048335,0
GO:0032232,75
GO:0046322,50
GO:0032055,8
GO:1904597,0
GO:0090024,28
GO:1905953,0
GO:0060906,0
GO:1903907,0
GO:0030195,34
GO:1900826,0
GO:0035207,0
GO:0010105,0
GO:0031048,4
GO:0000077,183
GO:0051617,0
GO:1903660,0
GO:2000143,30
GO:0141176,0
GO:1900498,0
GO:1905510,0
GO:1905422,0
GO:1905833,7
GO:0046775,0
GO:1904723,0
GO:0010693,0
GO:0033234,24
GO:1905028,0
GO:1904995,0
GO:1903386,0
GO:0034156,0
GO:0010757,12
GO:1902747,0
GO:1903873,0
GO:1901914,0
GO:0051175,0
GO:1904024,12
GO:0061076,0
GO:0106015,18
GO:0045902,0
GO:0075316,0
GO:0060087,9
GO:0030853,23
GO:0022001,0
GO:2000773,92
GO:1903271,0
GO:2001024,0
GO:2001139,0
GO:0010916,0
GO:1902457,0
GO:0043242,6
GO:0051782,5
GO:2000077,12
GO:0090446,0
GO:1903011,0
GO:0048550,5
GO:1903324,0
GO:0045900,0
GO:0043271,26
GO:2001039,0
GO:1902729,17
GO:2000877,0
GO:0048902,0
GO:0051016,101
GO:1905700,0
GO:0007489,0
GO:0032307,0
GO:2000301,25
GO:0075225,0
GO:0075304,0
GO:1900960,0
GO:0050868,74
GO:0097340,0
GO:1903430,0
GO:0061002,45
GO:1905447,0
GO:0033624,26
GO:0035278,57
GO:0043942,0
GO:2000233,13
GO:0141065,0
GO:0000958,2
GO:0002085,35
GO:0071031,8
GO:1905757,0
GO:1902794,0
GO:0034092,0
GO:1901613,0
GO:1902853,0
GO:1902894,89
GO:1900167,0
GO:0033088,26
GO:0090327,5
GO:0048577,0
GO:0033239,0
GO:0009890,2
GO:2000986,0
GO:1902209,0
GO:1903122,2
GO:0106215,0
GO:0014859,6
GO:0045957,10
GO:0070348,11
GO:1900696,0
GO:0003336,17
GO:1900077,0
GO:1904908,2
GO:0045970,0
GO:2000245,0
GO:0033122,0
GO:2000524,0
GO:0110014,0
GO:1904140,1
GO:0038014,0
GO:0010466,6
GO:2000660,1
GO:1904709,16
GO:1905745,0
GO:1903885,0
GO:0075217,0
GO:0120163,196
GO:0023021,2
GO:1904506,13
GO:1903467,0
GO:1902511,1
GO:1904267,0
GO:0075288,0
GO:1901898,8
GO:0070446,2
GO:0034242,0
GO:1903745,0
GO:1903704,0
GO:2000381,0
GO:1904864,0
GO:0035366,0
GO:0090185,0
GO:1902120,0
GO:0090090,436
GO:0090700,0
GO:0070317,0
GO:1901952,0
GO:0110125,0
GO:0051587,0
GO:0042321,18
GO:0032463,1
GO:0043124,121
GO:0150180,0
GO:2000225,19
GO:0002686,29
GO:0002809,0
GO:0030812,0
GO:0141010,0
GO:0106061,0
GO:0035305,50
GO:1903979,16
GO:0021822,11
GO:0050941,0
GO:2001136,12
GO:1905955,0
GO:2000435,30
GO:0032701,0
GO:0032384,1
GO:0031953,39
GO:1905813,0
GO:0032827,18
GO:2000104,2
GO:0051627,0
GO:0044774,0
GO:0043267,6
GO:0070133,0
GO:0032387,10
GO:0060101,19
GO:1905163,0
GO:0120278,0
GO:2001211,0
GO:0032714,4
GO:0051986,0
GO:0106057,0
GO:0000288,20
GO:2001199,5
GO:1901045,0
GO:1903243,62
GO:0031047,274
GO:1902987,0
GO:0051948,0
GO:2000140,0
GO:2000919,0
GO:0010633,24
GO:2000974,35
GO:1900504,0
GO:0033119,31
GO:1900269,0
GO:0010936,24
GO:1902212,0
GO:1900307,0
GO:0031999,25
GO:1905412,0
GO:0140719,0
GO:1900283,0
GO:1900004,1
GO:0031345,8
GO:0010900,0
GO:2001189,1
GO:0045820,61
GO:0071584,0
GO:0046603,0
GO:0090295,0
GO:1904342,0
GO:0031283,0
GO:0010062,0
GO:2000747,0
GO:0061188,0
GO:0110114,0
GO:0160028,0
GO:0010719,51
GO:0046829,0
GO:0010607,7
GO:0060457,0
GO:0070373,275
GO:1990172,0
GO:0045571,0
GO:0044131,0
GO:0014043,20
GO:0060695,0
GO:0002844,0
