GO Term,Number of Entries
GO:0019320,0
GO:0090423,0
GO:0009972,2
GO:0030394,0
GO:0019684,0
GO:0009437,15
GO:0140909,0
GO:0018103,0
GO:0018190,0
GO:0006735,0
GO:0006057,0
GO:0016129,0
GO:0019454,0
GO:0018947,0
GO:0019479,0
GO:0006721,0
GO:1901730,0
GO:0001059,0
GO:0140455,0
GO:0036503,109
GO:1901512,0
GO:0009155,0
GO:0006679,0
GO:1901150,0
GO:1902925,0
GO:0019852,12
GO:1990432,0
GO:0033331,0
GO:0009445,4
GO:0141167,0
GO:0046479,0
GO:0070525,1
GO:0006641,155
GO:0070481,11
GO:0016122,0
GO:0019488,0
GO:0045116,82
GO:0044578,0
GO:0032446,25
GO:0046079,51
GO:1902223,0
GO:0010249,0
GO:0006658,29
GO:0036196,0
GO:0036525,0
GO:1901616,0
GO:0018023,35
GO:0010392,0
GO:1900785,0
GO:0019497,0
GO:0042377,0
GO:0062093,0
GO:0046220,0
GO:1901270,0
GO:1901808,0
GO:0052787,0
GO:0006639,15
GO:0042857,0
GO:0070416,0
GO:0042559,12
GO:0031425,0
GO:0002345,0
GO:0052776,0
GO:0031124,107
GO:0018203,0
GO:1901771,0
GO:0009127,0
GO:0042415,18
GO:0035238,0
GO:1901729,0
GO:0018922,0
GO:0019672,0
GO:0071028,35
GO:0097055,0
GO:0016125,62
GO:0015951,0
GO:0033531,0
GO:0045455,0
GO:1902195,0
GO:1900603,0
GO:1901794,0
GO:0051202,0
GO:0036101,48
GO:0000024,0
GO:0035835,0
GO:1902384,0
GO:1903558,0
GO:1900882,0
GO:1901750,2
GO:0090402,16
GO:1901112,0
GO:0051069,0
GO:0042427,18
GO:0040031,7
GO:0006209,0
GO:0000718,0
GO:0019311,0
GO:0043483,0
GO:0036290,0
GO:0018076,0
GO:0018976,0
GO:0034310,0
GO:0031171,0
GO:0010498,103
GO:0046045,0
GO:0006314,0
GO:0071051,19
GO:0032363,0
GO:0019397,0
GO:1902179,0
GO:0046058,28
GO:0042205,0
GO:0072388,3
GO:0035338,17
GO:0019645,0
GO:0033465,0
GO:0010478,0
GO:1901749,10
GO:1902191,0
GO:0033567,0
GO:0070213,39
GO:0016487,0
GO:0018911,0
GO:0062126,0
GO:0010779,0
GO:0036001,0
