GO Term,Number of Entries
GO:0042471,38
GO:0021783,0
GO:0002294,0
GO:0021683,12
GO:0001823,28
GO:0090105,0
GO:0061232,0
GO:0021552,0
GO:0048106,0
GO:0021958,0
GO:0061234,0
GO:0061141,1
GO:0021624,0
GO:0075226,0
GO:0021723,0
GO:0048477,215
GO:0048918,0
GO:0040003,0
GO:0048798,0
GO:0021526,3
GO:0061449,0
GO:0030241,233
GO:0021586,7
GO:0072309,0
GO:0060442,0
GO:1905139,0
GO:0030713,0
GO:0042685,0
GO:0030154,3276
GO:0030850,58
GO:0010227,0
GO:0010077,0
GO:1904159,0
GO:0035886,27
GO:0048342,0
GO:0120077,0
GO:0021524,0
GO:0014031,36
GO:0003201,0
GO:0021641,0
GO:0003178,0
GO:0003288,0
GO:1904836,0
GO:0048618,0
GO:0003412,18
GO:0072146,0
GO:0048716,0
GO:0044671,0
GO:0001701,1441
GO:0048139,0
GO:0060494,0
GO:0060940,0
GO:0048463,0
GO:0002333,5
GO:0021901,0
GO:0048829,0
GO:0060223,13
GO:0043584,77
GO:0030239,64
GO:0021994,0
GO:0021664,0
GO:0048445,0
GO:0030917,0
GO:0021861,22
GO:0008594,9
GO:0072254,0
GO:0021644,6
GO:0048919,0
GO:0060055,88
GO:0002298,0
GO:0048048,30
GO:0045465,0
GO:1905270,0
GO:0072163,0
GO:0019827,153
GO:0003403,0
GO:0060486,8
GO:1903251,3
GO:0042684,0
GO:0021722,0
GO:0021666,0
GO:1903702,0
GO:0072206,0
GO:0035922,7
GO:0045497,0
GO:0035124,0
GO:0060576,16
GO:0061436,174
GO:0060924,0
GO:0007311,0
GO:0061100,0
GO:0007475,0
GO:0014032,76
GO:0072314,0
GO:0003390,0
GO:0021962,0
GO:0097432,0
GO:0060671,0
GO:0060448,0
GO:0060982,85
GO:0036360,0
GO:0055008,308
GO:0090626,0
GO:0001839,5
GO:0060215,0
GO:0120165,0
GO:0061333,1
GO:0048835,0
GO:0014033,17
GO:0048367,0
GO:0021772,189
GO:0043587,19
GO:0060573,0
GO:0030219,30
GO:0061247,0
GO:0048850,0
GO:0061193,0
GO:0072248,0
GO:0001569,67
GO:0001708,82
GO:1903929,2
GO:0021720,0
GO:0035136,56
GO:0021544,10
GO:0022416,0
GO:0048484,31
GO:0060885,0
GO:0010103,0
GO:0021784,6
GO:0070977,0
GO:0021637,38
GO:0009933,0
GO:0060126,16
GO:0021704,0
GO:0060705,0
GO:0035913,0
GO:0048803,0
GO:0060444,64
GO:0048934,0
GO:0070655,0
GO:0072053,1
GO:0014035,0
GO:0035108,116
GO:0150022,0
GO:0010450,0
GO:0021540,31
GO:0061054,0
GO:0014814,0
GO:0007482,0
GO:0061451,0
GO:0031153,0
GO:0039022,0
0032502,0
GO:0072113,0
GO:0002334,1
GO:0061440,0
GO:0007314,0
GO:0021514,3
GO:0048917,0
GO:0048735,0
GO:0048321,0
GO:0030218,227
GO:0033337,0
GO:0060492,1
GO:0060658,15
GO:0060433,3
GO:0160122,0
GO:0061304,8
GO:0048808,3
GO:0007548,36
GO:0035148,71
GO:0003197,61
GO:0072172,0
GO:2001012,0
GO:0002089,56
GO:0003205,3
GO:0033327,19
GO:0003212,0
GO:0048443,0
GO:0035053,0
GO:0033078,0
GO:0035164,0
GO:0003360,18
GO:0072228,0
GO:0072054,1
GO:0042491,181
GO:0060521,0
GO:0060997,155
GO:0098508,3
GO:0002319,0
GO:1904125,0
GO:0061114,9
GO:0010342,0
GO:0003239,0
GO:0048240,68
GO:0071570,0
GO:0060524,0
GO:0045496,0
GO:0042707,0
GO:0080187,0
GO:0021695,60
GO:0048738,335
GO:0002336,0
GO:0007481,0
GO:0021568,0
GO:0003240,0
GO:0021578,0
GO:0016360,0
GO:0010101,0
GO:0014818,0
GO:0036306,0
GO:0072009,0
GO:0061550,0
GO:0014045,9
GO:0072277,4
GO:0035262,0
GO:0060792,0
GO:0007278,0
GO:0021759,30
GO:0048620,0
GO:0048724,0
GO:0090009,2
GO:0007523,0
GO:0001865,5
GO:0021622,0
GO:0003163,2
GO:0060844,5
GO:0072265,0
GO:0003362,0
GO:0048448,0
GO:0002063,48
GO:0048869,2
GO:0021688,0
GO:0072300,5
GO:0048761,0
GO:0014002,40
GO:0021598,0
GO:0048508,0
GO:0014025,0
GO:0008586,0
GO:0002293,0
GO:1905867,4
GO:0021698,0
GO:0007421,0
GO:0061308,6
GO:0048942,0
GO:0021806,0
GO:0021591,354
GO:0002071,23
GO:0021986,0
GO:0034302,0
GO:0048800,0
GO:0021508,28
GO:0030224,90
GO:1990375,0
GO:0070791,0
GO:0075214,0
GO:0072260,0
GO:0048809,0
GO:0003231,70
GO:0001829,58
GO:0072013,0
GO:1905748,0
GO:0072560,7
GO:0034294,0
GO:0022612,7
GO:0035138,0
GO:0048394,0
GO:0098751,0
GO:0060680,0
GO:0021916,0
GO:0050933,0
GO:0003335,2
GO:0043054,0
GO:0003313,0
GO:0060957,0
GO:0002296,22
GO:0010444,0
GO:0035628,0
GO:0061068,0
GO:0061030,7
GO:0022007,15
GO:0042688,0
GO:0055012,17
GO:0072070,0
GO:0021670,91
GO:0036022,12
GO:0061146,5
GO:0035126,0
GO:0003190,11
GO:0072214,0
GO:0048348,0
GO:0097029,3
GO:0060529,0
GO:0021729,0
GO:0048373,0
GO:0061271,0
GO:0048465,0
GO:0060120,0
GO:0075016,0
GO:0009560,0
GO:0090698,0
GO:0048880,0
GO:0072226,0
GO:0048719,0
GO:0007423,11
GO:0061286,0
GO:0048229,0
GO:0060873,10
GO:1902691,0
GO:0014904,21
GO:0048655,0
GO:0060941,0
GO:0061551,11
GO:0021753,0
GO:0072190,0
GO:0021520,0
GO:0072360,0
GO:0003361,0
GO:0060935,0
GO:0021744,0
GO:0061257,0
GO:0060947,11
GO:0032288,31
GO:0030707,0
GO:0150020,4
GO:0048730,10
GO:0010078,0
GO:0060889,0
GO:0097187,18
GO:0014866,69
GO:0007460,0
GO:0060854,0
GO:0039014,0
GO:0048645,12
GO:0061375,0
GO:0048836,0
GO:0042337,0
GO:0072145,0
GO:0060385,45
GO:0061794,0
GO:0106154,0
GO:0014835,2
GO:0035144,0
GO:0003188,0
GO:0048867,0
GO:0021530,3
GO:0021976,0
GO:0035209,0
GO:0048058,0
GO:0003194,0
GO:0060064,3
GO:1904484,0
GO:0043353,47
GO:0021614,0
GO:0160048,0
GO:0061452,0
GO:0061266,0
GO:0021504,0
GO:0072554,7
GO:0061682,0
GO:0035670,0
GO:0002330,0
GO:0072059,0
GO:0048805,0
GO:0055059,9
GO:0001655,60
GO:0003167,0
GO:0003286,0
GO:0039019,0
GO:0048319,5
GO:0060843,35
GO:0072066,0
GO:0002168,0
GO:0048286,191
GO:0072249,0
GO:0045466,0
GO:0009837,0
GO:0097065,13
GO:0060443,15
GO:0003293,0
GO:0048704,84
GO:0010088,0
GO:0031129,0
GO:0021629,0
GO:0048765,0
GO:0072149,0
GO:0060575,38
GO:0003235,0
GO:0061038,71
GO:0021705,0
GO:0014016,25
GO:0021546,0
GO:0042492,40
GO:0003207,36
GO:0021794,27
GO:0035120,0
GO:0035135,0
GO:0060118,0
GO:0035910,0
GO:0022037,1
GO:0002364,4
GO:0021607,0
GO:0003343,0
GO:0048884,0
GO:0039021,0
GO:0035474,0
GO:0072240,0
GO:0072069,0
GO:0055002,233
GO:0035162,38
GO:0003216,0
GO:0060346,24
GO:1904693,0
GO:0007530,32
GO:0001751,0
GO:1903699,49
GO:0007483,0
GO:0030716,0
GO:0034238,0
GO:0043935,0
GO:0010376,0
GO:1904817,0
GO:0009860,0
GO:0048402,0
GO:0007561,0
GO:0009960,0
GO:0035878,43
GO:0048898,0
GO:0035675,7
GO:0072281,0
GO:0090058,0
GO:0085015,0
GO:0060010,3
GO:0072034,24
GO:0060928,33
GO:0061441,3
GO:0070309,42
GO:0035906,1
GO:0061053,51
GO:0042551,41
