GO Term,Number of Entries
GO:0007588,0
GO:0032606,0
GO:0009951,0
GO:0050882,52
GO:0001701,1441
GO:0016546,0
GO:0060180,18
GO:0160061,0
GO:0035292,0
GO:0036037,27
GO:0002316,1
GO:0003128,0
GO:0002272,0
GO:0098596,0
GO:0035074,0
GO:0071892,0
GO:0071829,0
GO:0072375,0
GO:0098856,5
GO:0003070,0
GO:0022410,15
GO:0009944,0
GO:0035161,0
GO:0050885,345
GO:0061744,75
GO:0007479,0
GO:0050817,0
GO:0014831,0
GO:0007565,229
GO:0032632,0
GO:0048498,0
GO:0007633,0
GO:0009792,102
GO:0001991,2
GO:0036145,0
GO:0032619,0
GO:0009947,0
GO:0002312,0
GO:0061283,0
GO:0046958,0
GO:0043114,107
GO:0032906,0
GO:0048148,76
GO:0061966,9
GO:0014821,0
GO:0001782,63
GO:0035289,0
GO:0048877,0
GO:0090360,0
GO:0072633,0
GO:0007605,1134
GO:0071606,0
GO:0007407,0
GO:0072004,0
GO:0034374,13
GO:0060670,51
GO:0035293,0
GO:0007638,17
GO:0007384,0
GO:0010077,0
GO:0009948,19
GO:0007371,8
GO:0019231,0
GO:0009946,0
GO:0048229,0
GO:0090643,0
GO:0060832,0
GO:0001964,149
GO:0140928,64
GO:0001696,27
GO:0002277,33
GO:0003012,4
GO:0021904,112
GO:0002008,0
GO:1905656,0
GO:0050953,348
GO:0097088,0
GO:0048754,231
GO:0032613,0
GO:0009791,445
GO:0035095,48
GO:0072130,0
GO:0010073,0
GO:0002269,2
GO:0031653,0
GO:0030537,0
GO:0016203,74
GO:0090351,0
GO:0002327,27
GO:0034377,0
GO:0001757,25
GO:0090706,0
GO:0006936,437
GO:0001994,1
GO:0002540,28
GO:0002310,0
GO:0048291,0
GO:0002361,0
GO:0007359,0
GO:0032907,0
GO:0035019,131
GO:0061367,9
GO:0007429,0
GO:0042093,3
GO:0048825,0
GO:0072537,9
GO:0046630,0
GO:0003009,88
GO:0036075,0
GO:0098510,0
GO:0021999,0
GO:0044558,0
GO:0001998,10
GO:0003025,27
GO:0045494,499
GO:0032622,0
GO:0097009,245
GO:0072047,0
GO:0003081,1
GO:0001569,67
GO:0097388,0
GO:0030299,38
GO:0061150,0
GO:0001966,9
GO:0036301,0
GO:0003298,0
GO:0048649,0
GO:0003017,49
GO:0042117,8
GO:0042116,90
GO:0072167,0
GO:0042110,156
GO:0072098,0
GO:0035889,0
GO:1905603,5
GO:0006941,150
GO:0008069,0
GO:0071908,0
GO:0045066,6
GO:0014824,51
GO:0001894,63
GO:0043367,8
GO:0050914,5
GO:0001922,16
GO:0003095,0
GO:0035818,0
GO:0010229,0
GO:0002283,6
GO:0046541,15
GO:0034379,56
GO:0007593,0
GO:0061227,0
GO:0007629,0
GO:0072635,0
GO:0030381,0
GO:0060745,39
GO:0009855,3
GO:0060771,0
GO:0003019,0
GO:0035177,0
GO:0090696,0
GO:0003101,0
GO:0033080,22
GO:0035743,0
GO:0007637,0
GO:0001992,3
GO:0048872,58
GO:0060444,64
GO:1990379,7
GO:0048833,0
GO:0070295,17
GO:0007594,0
GO:0002332,0
GO:0045321,3
GO:0048838,0
GO:0001700,0
GO:0002414,0
GO:0002210,0
GO:0090130,0
GO:0106001,0
GO:0014826,0
GO:0003027,0
GO:0090728,0
GO:0032631,0
GO:0098867,1
GO:0060056,44
GO:0001895,85
GO:0002165,0
GO:0034343,0
GO:0003028,0
GO:0050887,0
GO:0002019,0
GO:0002119,0
GO:0002349,0
GO:0042048,71
GO:0032623,0
GO:0019234,0
GO:0061235,0
GO:0061131,0
GO:0009553,0
GO:0039005,0
GO:0034672,0
GO:0003041,0
GO:0046665,0
GO:0002292,23
GO:0072295,0
GO:0034609,0
GO:0032614,0
GO:0035740,0
GO:0046629,4
GO:0001865,5
GO:0042722,0
GO:0061007,0
GO:0009943,0
GO:0050909,35
GO:0019226,230
GO:0014848,0
GO:0003042,0
GO:0071607,0
GO:0003119,0
GO:0072038,2
GO:0014896,0
GO:0036076,5
GO:0002123,0
GO:0003117,13
GO:0009647,0
GO:0035469,2
GO:0010669,103
GO:0060834,0
GO:0050917,17
GO:0010222,0
GO:0046632,37
GO:0021798,14
GO:0048316,0
GO:0002337,5
GO:0035321,0
GO:0002293,0
GO:0090131,2
GO:0140779,0
GO:0003106,2
GO:0022004,0
GO:0061743,21
GO:0097242,85
GO:0048832,0
GO:0002274,0
GO:0043133,0
GO:0008070,0
GO:0002300,0
GO:0034372,11
GO:0032618,0
GO:0007387,0
GO:0045434,0
GO:0002304,0
GO:0014828,0
GO:0007586,4
GO:0018996,0
GO:0014895,2
GO:0046009,0
GO:0097392,0
GO:0002366,0
GO:0035160,0
GO:0045453,132
GO:0033079,0
GO:0050916,4
GO:0097716,0
GO:0002263,6
GO:0048150,0
GO:0071827,0
GO:0010934,0
GO:0071684,0
GO:0048143,59
GO:0061368,16
GO:0060048,491
GO:0014830,0
GO:0070075,2
GO:0014890,0
GO:0036438,68
GO:0019098,2
GO:0080006,0
GO:0048835,0
GO:0060854,0
GO:0001662,172
GO:0036072,0
GO:0022005,0
GO:0002271,0
GO:0007352,0
GO:0007350,0
GO:0007619,0
GO:0008062,0
GO:0050977,0
GO:0072567,0
GO:0140969,0
GO:0003083,0
GO:0061519,10
GO:0007434,0
GO:0060442,0
GO:0042297,97
GO:0002022,0
GO:0007596,182
GO:0072081,0
GO:0002025,0
GO:0150094,2
GO:0007368,445
GO:0001967,72
GO:0007621,6
GO:0060424,0
GO:0007365,0
GO:0048624,0
GO:0061520,25
GO:0035530,0
GO:0007622,26
GO:0055046,0
GO:0097018,2
GO:0097709,0
GO:0061843,9
GO:0044808,0
GO:0048648,0
GO:0035810,27
GO:0007366,0
GO:0062086,1
GO:0002124,0
GO:0060289,0
GO:0060423,0
GO:0043129,165
GO:1904695,8
GO:0035710,0
GO:0007388,0
GO:0046633,26
GO:0072649,0
GO:0150093,4
GO:0034370,0
GO:0016544,0
GO:1990064,0
GO:0060877,0
GO:0009953,193
GO:0007320,1
GO:0150137,0
GO:0003015,58
GO:0050905,319
GO:0002286,38
GO:0033023,1
GO:0043379,10
GO:0010223,0
GO:0007630,0
GO:0014703,0
GO:0021998,19
GO:0007591,0
GO:0071924,0
GO:0033555,8
GO:0120197,115
GO:0010095,0
GO:0032525,7
GO:0050902,0
GO:0035709,3
GO:0050890,232
GO:0035210,0
GO:0072647,0
GO:0097206,0
GO:0048264,10
GO:0050802,0
GO:0071706,0
GO:0098868,29
GO:0001976,8
GO:0001979,0
GO:0071626,0
GO:0007636,0
GO:0018990,0
GO:1990632,0
GO:0072631,0
GO:0072188,0
GO:0001816,0
GO:0072651,0
GO:0002333,5
GO:0002023,12
GO:0090567,0
GO:0042100,86
GO:0039017,0
GO:0036230,0
GO:0014847,0
GO:0051355,0
GO:0072085,0
GO:0061969,0
GO:0070753,0
GO:0032608,0
GO:0120056,12
GO:1904694,28
GO:0034447,0
GO:0097391,0
GO:0035708,0
GO:0032627,0
GO:0001780,73
GO:0032762,0
GO:0032602,0
GO:0009949,0
GO:0048652,0
GO:0019229,38
GO:0021903,1
GO:0008358,0
GO:0002087,35
GO:1905654,0
GO:0007473,0
GO:0010233,0
GO:0120318,0
GO:0061130,0
GO:0002121,1
GO:0035314,0
GO:0060744,8
GO:0071925,0
GO:0097270,0
GO:0061082,0
GO:0043009,46
GO:0071625,185
GO:0032905,1
GO:1990960,0
GO:0120054,0
GO:0045925,31
GO:0030432,18
GO:0045056,140
GO:0044722,0
GO:0001775,6
GO:0050975,3
GO:0034373,0
GO:0090727,0
GO:0003294,7
GO:0002290,0
GO:0061199,0
GO:0050892,98
GO:0007615,0
GO:0048629,0
GO:1990059,0
GO:0014734,0
GO:0039010,0
GO:0002015,0
GO:0021511,8
GO:0002391,0
GO:0051356,0
GO:0030534,221
GO:0002415,0
GO:0003018,0
GO:0060729,28
GO:0080181,0
GO:0035545,58
GO:0008306,245
GO:0001779,94
GO:0019233,253
GO:0036073,0
GO:0002122,0
GO:0062088,0
GO:0050955,28
GO:0007612,458
GO:0014889,25
GO:0002527,0
GO:0002319,0
GO:0014899,0
GO:0009945,0
GO:0098583,0
GO:0007626,726
GO:0072653,0
GO:0090449,0
GO:0002265,32
GO:0007634,0
GO:0031444,1
GO:0035284,0
GO:0003100,9
GO:0014805,0
GO:0002532,28
GO:0045576,29
GO:0035180,0
GO:0050913,5
GO:0009908,0
GO:0106106,27
GO:0002371,0
GO:0014891,25
GO:0045064,14
GO:0098755,0
GO:0032603,0
GO:0042310,32
GO:0002278,0
GO:0008340,220
GO:0001776,2
GO:0035291,0
GO:0002282,0
GO:0032629,0
GO:0019827,153
GO:0031649,3
GO:0050894,14
GO:0061114,9
GO:0001990,2
GO:0035283,0
GO:0002372,0
GO:0014887,0
GO:0001977,0
GO:0046694,0
GO:0003002,1
GO:0050978,0
GO:0008050,22
GO:0040004,0
GO:0110126,0
GO:0060179,10
GO:0032630,0
GO:0032637,0
GO:0014720,0
GO:0045468,0
GO:0003008,11
GO:0032641,0
GO:1990708,21
GO:0035817,0
GO:0007432,0
GO:0001835,45
GO:0046693,0
GO:0043479,0
GO:0060446,0
GO:0080057,0
GO:0032615,0
GO:0071909,0
GO:0160179,0
GO:0071609,0
GO:0003072,0
GO:0007355,0
GO:0048820,36
GO:0002534,0
GO:0061282,0
GO:0050881,11
GO:0002284,0
GO:0003050,29
GO:0002351,0
GO:0042712,0
GO:0009880,65
GO:0001503,338
GO:0001659,110
GO:0072084,0
GO:0062087,0
GO:0060896,19
GO:0002276,4
GO:0001983,0
GO:0010159,10
GO:0010232,0
GO:0046849,90
GO:0035106,25
GO:0098731,0
GO:0061004,0
GO:0097389,0
GO:0048874,20
GO:0060586,109
GO:0032902,15
GO:0003075,0
GO:0098597,11
GO:0002315,36
GO:0045065,0
GO:0032601,0
GO:0001756,410
GO:0010050,0
GO:0035712,2
GO:0060523,2
GO:0035742,0
GO:0042118,15
GO:0036099,0
GO:0046960,0
GO:0032620,0
GO:0010097,0
GO:0035178,0
GO:0009561,0
GO:0048559,0
GO:0072086,0
GO:0048265,131
GO:0036011,0
GO:0090659,19
GO:0090708,0
GO:0072637,0
GO:0007606,268
GO:0090707,0
GO:0008595,14
GO:0072100,0
GO:0048834,0
GO:0080189,0
GO:0071954,0
GO:0048623,0
GO:0009956,0
GO:0022608,0
GO:0002273,5
GO:1905605,32
GO:0030421,4
GO:0034608,0
GO:0010079,0
GO:0002086,5
GO:0010375,0
GO:0034375,44
GO:0090408,0
GO:0002313,0
GO:0007380,0
GO:0007430,0
GO:0097017,33
GO:0048266,170
GO:0060888,0
GO:0061970,0
GO:0034383,22
GO:0002323,29
GO:0097390,0
GO:0060515,0
GO:0035744,0
GO:0009640,0
GO:0060432,0
GO:0060047,48
GO:0007608,2366
GO:0061366,0
GO:0042311,151
GO:0098598,0
GO:0035393,0
GO:0048190,0
GO:0090660,127
GO:0097205,4
GO:0021871,3
GO:0150155,0
GO:0060156,0
GO:0035223,0
GO:0035181,0
GO:1904157,5
GO:0002305,6
GO:0035199,0
GO:0040005,0
GO:0002261,0
GO:0001942,261
GO:0060083,36
GO:0030431,16
GO:0010093,0
GO:0045748,0
GO:0003104,1
GO:0010231,0
GO:1990185,0
GO:0042711,65
GO:0007562,0
GO:0032625,0
GO:0010262,0
GO:0071632,0
GO:0002309,11
GO:0050952,0
GO:1990770,9
GO:0008071,0
GO:0003115,0
GO:0051866,0
GO:0060527,16
GO:0014820,22
