GO Term,Number of Entries
GO:0045433,0
GO:0048439,0
GO:0060736,18
GO:0048449,0
GO:0051079,0
GO:0048601,0
GO:0051316,0
GO:0009556,0
GO:0007054,0
GO:0060137,50
GO:0060008,32
GO:0060832,0
GO:0110134,0
GO:0061935,0
GO:0048445,0
GO:1990813,0
GO:0051307,8
GO:0030717,0
GO:0009901,0
GO:0042704,0
GO:0060516,0
GO:0060474,0
GO:0048599,117
GO:0010254,0
GO:0018993,0
GO:0007140,206
GO:0032120,0
GO:0043084,1
GO:0048451,0
GO:0140084,0
GO:0010214,0
GO:0034293,0
GO:0048803,0
GO:0051755,0
GO:0051295,67
GO:0034294,0
GO:0035260,0
GO:0043935,0
GO:0007294,0
GO:0071998,0
GO:0001410,0
GO:0075259,0
GO:0007147,0
GO:0060010,3
GO:0007545,0
GO:0046661,6
GO:0010068,0
GO:0033313,0
GO:0090380,0
GO:0010773,0
GO:0060707,12
GO:0007338,268
GO:0120165,0
GO:0097368,32
GO:0000705,0
GO:0048164,0
GO:0044779,9
GO:0007306,0
GO:0060515,0
GO:0048467,0
GO:0007056,15
GO:0070197,32
GO:0040038,72
GO:0048464,0
GO:0007531,0
GO:0018991,0
GO:0007485,0
GO:0010071,0
GO:0009566,139
GO:0060513,24
GO:0030706,0
GO:0046693,0
GO:0030724,0
GO:0009942,0
GO:0034607,0
GO:0070789,0
GO:0035047,0
GO:0008050,22
GO:0016321,7
GO:1990395,0
GO:0048138,0
GO:0045141,118
GO:0060745,39
GO:0048047,0
GO:0016545,0
GO:0007295,0
GO:0022602,6
GO:0010480,0
GO:0060748,32
GO:0080173,0
GO:0007287,0
GO:0009900,0
GO:0075285,0
GO:0048159,0
GO:0048608,23
GO:0010227,0
GO:0048658,0
GO:0048094,0
GO:0007567,25
GO:0060741,0
GO:0008070,0
GO:0098755,0
GO:0048236,0
GO:0034303,0
GO:0043929,0
GO:0060715,0
GO:0001545,10
GO:0010066,0
GO:0010096,0
GO:0070787,0
GO:0030715,0
GO:0097723,0
GO:0007110,0
GO:0030582,0
GO:0042695,0
GO:0060671,0
GO:1904968,0
GO:0007619,0
GO:0061107,0
GO:0030707,0
GO:0048457,0
GO:0080128,0
GO:0007060,5
GO:0043061,0
GO:0010772,0
GO:0075247,0
GO:0007291,0
GO:0000747,0
GO:0007309,0
GO:0033206,4
GO:0051759,0
GO:0008585,191
GO:0035670,0
GO:0048559,0
GO:0007540,0
GO:0042004,0
GO:0010450,0
GO:0051078,0
GO:0010622,0
GO:0070790,0
GO:0007533,0
GO:0048095,0
GO:0010047,0
GO:0048443,0
GO:0048835,0
GO:0010780,0
GO:0042701,0
GO:0009677,0
GO:0051311,0
GO:0010582,0
GO:0060526,0
GO:0070192,66
GO:0007341,34
GO:0010154,0
GO:0008315,10
GO:0000708,0
GO:0048836,0
GO:0030713,0
GO:0071515,0
GO:0046697,127
GO:0045894,0
GO:0019099,0
GO:0048700,0
GO:0075289,0
GO:0042702,0
GO:0003004,0
GO:0060135,65
GO:0010067,0
GO:1990571,0
GO:0030476,0
GO:0046008,0
GO:0140013,34
GO:0007535,0
GO:0031322,0
GO:0061988,0
GO:0075317,0
GO:0061936,0
GO:0010162,0
GO:0070591,0
GO:0060708,5
GO:0042138,43
GO:0007141,110
GO:0034412,0
GO:0061983,0
GO:0007484,0
GO:0030538,1
GO:0045895,0
GO:0075284,0
GO:0007283,1913
GO:0060524,0
GO:0001549,4
GO:0009971,0
GO:0048808,3
GO:0001548,0
GO:0032121,0
GO:0006279,6
GO:0051026,17
GO:0060136,44
GO:0007278,0
GO:0019101,0
GO:0060180,18
GO:0051321,496
GO:0000909,0
GO:0001554,37
GO:0046009,0
GO:0009994,31
GO:0034301,0
GO:0008071,0
GO:0035126,0
GO:0009908,0
GO:0048498,0
GO:0001546,5
GO:0075279,0
GO:0060737,0
GO:1990949,0
GO:0000905,0
GO:0030584,0
GO:0034304,0
GO:0007340,38
GO:0007120,0
GO:0019098,2
GO:0045478,0
GO:0007548,36
GO:0030704,0
GO:0007146,2
GO:0000714,0
GO:0042243,0
GO:0008069,0
GO:0060530,0
GO:0030708,0
GO:0007538,0
GO:0048282,0
GO:0000712,65
GO:1903537,5
GO:0075243,0
GO:0048437,0
GO:0048446,0
GO:0035847,1
GO:0051257,5
GO:0042003,0
GO:0060179,10
GO:0048071,0
GO:0010032,7
GO:0001880,22
GO:0060531,0
GO:0048458,0
GO:0048065,0
GO:0075239,0
GO:0046692,0
GO:0030726,0
GO:0048165,0
GO:0048442,0
GO:0042699,5
GO:0080060,0
GO:0032118,0
GO:0007114,0
GO:0016345,0
GO:0070788,0
GO:0010229,0
GO:0044771,13
GO:0048807,1
GO:0022413,0
GO:0043060,0
GO:1903563,0
GO:0001551,0
GO:0040021,0
GO:0007144,34
GO:0075321,0
GO:0007304,0
GO:0075325,0
GO:0051757,0
GO:0008584,385
GO:0090728,0
GO:0007310,0
GO:0001542,28
GO:0043093,0
GO:0030237,16
GO:0048655,0
GO:0080126,0
GO:0007542,0
GO:0062121,0
GO:0060528,35
GO:0007313,0
GO:0007111,0
GO:0048438,0
GO:1990918,81
