GO Term,Number of Entries
GO:0099566,65
GO:0033023,1
GO:0055089,65
GO:0031649,3
GO:0035785,0
GO:0035160,0
GO:1990959,1
GO:0055074,149
GO:0030641,16
GO:0030277,124
GO:0060249,0
GO:0043029,123
GO:0060289,0
GO:0001660,23
GO:0030644,156
GO:0080145,0
GO:0070050,301
GO:0001782,63
GO:0043129,165
GO:0032469,53
GO:0002262,29
GO:0097579,0
GO:0055071,23
GO:0099509,140
GO:0090383,11
GO:0071333,339
GO:0055070,4
GO:0097275,0
GO:0055080,59
GO:0010961,10
GO:0007035,59
GO:0030002,0
GO:1905528,0
GO:0098771,3
GO:0051561,24
GO:0090461,19
GO:0030007,46
GO:0090460,0
GO:0036438,68
GO:0048878,0
GO:0160061,0
GO:0001776,2
GO:0090464,0
GO:0033484,0
GO:0140298,5
GO:0007042,26
GO:0032471,53
GO:0061795,0
GO:0140576,4
GO:0140962,4
GO:0048874,20
GO:0061484,81
GO:0042309,0
GO:0006874,694
GO:0042928,0
GO:0048873,149
GO:0001895,85
GO:0045851,21
GO:0048877,0
GO:0010960,34
GO:1905527,0
GO:0055082,9
GO:0097578,0
GO:0015687,0
GO:0006879,182
GO:0035633,14
GO:0090462,0
GO:1905526,2
GO:0140979,0
GO:0097601,15
GO:0141067,0
GO:0090465,0
GO:0009992,10
GO:0006877,0
GO:0048871,19
GO:0045794,53
GO:0051560,142
GO:0033212,33
GO:0001922,16
GO:0007639,0
GO:0055064,71
GO:0001894,63
GO:0019676,0
GO:0097401,49
GO:0033215,0
GO:0042593,674
GO:0090390,0
GO:0006885,49
GO:0055091,129
GO:0090463,0
GO:0060276,0
GO:0090459,17
GO:0030003,19
GO:0140980,0
GO:0055092,3
GO:0060086,2
GO:0036333,15
GO:0033214,0
GO:0050801,56
GO:0070328,80
GO:0030026,30
GO:0035751,13
GO:0002261,0
GO:0032849,20
GO:0051563,32
GO:0032848,0
GO:0006878,72
GO:0051452,32
GO:0032468,23
GO:0060274,0
GO:0055088,223
0042592,0
GO:0001780,73
GO:0002021,73
GO:0048388,17
GO:1990960,0
GO:0055081,5
GO:0006873,0
GO:0019740,0
GO:0050891,39
GO:0006884,149
GO:0036145,0
GO:0106106,27
GO:0045852,9
GO:0160060,0
GO:0032470,1
GO:0055078,22
GO:0010669,103
GO:0045453,132
GO:0035356,9
GO:0010509,0
GO:0055062,65
GO:0010336,0
GO:0051454,24
GO:0010617,0
GO:0051564,0
GO:0140421,0
GO:0036334,18
GO:1902266,0
GO:0032847,0
GO:0006883,59
GO:0030642,0
GO:0097009,245
GO:0060275,0
GO:0045795,14
GO:0060729,28
GO:0080144,19
GO:0055063,0
GO:0007036,0
GO:0051453,110
GO:0035702,2
GO:0160070,0
GO:0036335,1
GO:0015685,0
GO:0140928,64
GO:0060586,109
GO:0140964,0
GO:0051480,244
GO:0090156,11
GO:0046716,69
GO:0048872,58
GO:0035752,25
GO:0032364,32
GO:0061519,10
GO:0097272,0
GO:0015686,0
GO:0060250,0
GO:0098711,12
GO:0120332,0
GO:0034101,9
GO:0001659,110
GO:0046665,0
GO:0001678,153
GO:0042632,395
GO:1904334,0
GO:0051565,0
GO:0003091,8
GO:0055075,155
GO:0045454,77
GO:0044655,0
GO:0051562,27
GO:0031653,0
GO:0160165,0
GO:0019725,74
GO:0010268,0
GO:0033500,0
GO:0140420,0
GO:0030643,59
GO:1902265,0
GO:0006882,89
GO:0010992,0
GO:0097580,0
GO:0006973,0
GO:0002260,65
GO:0042049,0
GO:0055090,2
GO:1990079,11
