GO Term,Number of Entries
GO:0001923,0
GO:0062139,0
GO:0008628,29
GO:0043612,0
GO:0016487,0
GO:0035027,0
GO:0180023,0
GO:0043386,0
GO:0019331,0
GO:0034146,0
GO:1901701,0
GO:0043703,0
GO:0071681,32
GO:0000321,0
GO:0032600,0
GO:0061625,4
GO:0009865,0
GO:0090138,13
GO:0061005,16
GO:0060020,46
GO:0048206,0
GO:0001081,0
GO:0038133,60
GO:0061721,0
GO:0018899,0
GO:0060842,35
GO:0021833,0
GO:0006352,59
GO:0006886,1081
GO:1990832,0
GO:0044878,0
GO:1902299,0
GO:0046064,0
GO:0032596,0
GO:0042790,10
GO:1902358,66
GO:0072566,0
GO:0044814,0
GO:0044862,0
GO:0042121,0
GO:0070342,0
GO:0044819,0
GO:0015745,0
GO:0016310,3779
GO:0034058,15
GO:0046036,2
GO:1900816,0
GO:0035665,0
GO:0042074,17
GO:0006683,4
GO:0042491,181
GO:0009184,0
GO:0044458,122
GO:0045451,0
GO:1901684,3
GO:1905782,0
GO:0006641,155
GO:0098709,0
GO:0060953,0
GO:1990947,0
GO:0033631,4
GO:0099540,0
GO:0009157,19
GO:0009696,0
GO:0140779,0
GO:0007141,110
GO:0043107,0
GO:0036001,0
GO:0021977,0
GO:0000951,0
GO:0042217,0
GO:1905229,7
GO:0048908,0
GO:0009293,0
GO:0070528,98
GO:0061453,0
GO:0051078,0
GO:0046518,0
GO:0098970,81
GO:0046707,0
GO:0014901,22
GO:0098724,0
GO:0018886,0
GO:0048348,0
GO:0061782,0
GO:0019609,0
GO:0000349,19
GO:0032924,35
GO:0062031,0
GO:0034769,2
GO:0035154,0
GO:0046416,0
GO:0140676,0
GO:0006655,2
GO:0071477,15
GO:0035990,5
GO:0006665,158
GO:0045033,0
GO:0099191,0
GO:0046182,0
GO:0006605,230
GO:0090514,0
GO:0010350,0
GO:0060646,0
GO:0048629,0
GO:0043108,0
GO:0097267,12
GO:0010818,87
GO:1901005,0
GO:0099075,0
GO:0006983,36
GO:0060574,7
GO:0061381,0
GO:0046594,0
GO:0030213,42
GO:0045040,16
GO:1901820,0
GO:0048767,0
GO:0019853,36
GO:0006254,2
GO:0140484,0
GO:0051121,0
GO:1904275,0
GO:0019371,2
GO:0090144,1
GO:1901025,0
GO:0035743,0
GO:1990818,0
GO:0048198,0
GO:0140642,0
GO:0032869,466
GO:1905218,0
GO:0060853,0
GO:1904158,73
GO:1900763,0
GO:0060831,83
GO:0007315,0
GO:0060115,0
GO:0000912,0
GO:0060980,3
GO:0019543,10
GO:1901816,0
GO:0016106,0
GO:1904238,42
GO:2001059,0
GO:0009769,0
GO:1902777,0
GO:0038035,0
GO:0019248,0
GO:0032984,26
GO:0006561,1
GO:1903805,0
GO:0033394,0
GO:0034170,0
GO:0018979,1
GO:0070460,16
GO:0062120,0
GO:0009196,0
GO:0009261,0
GO:0070987,13
GO:1990396,0
GO:0021869,18
GO:1901642,23
GO:0038178,17
GO:0042352,2
GO:0019373,155
GO:0043466,0
GO:0035771,19
GO:0007210,1
GO:0061271,0
GO:0003199,6
GO:0046874,0
GO:0043248,17
GO:0045150,0
GO:0086071,0
GO:0071368,0
GO:0044671,0
GO:0051131,18
GO:0015860,23
GO:0042772,0
GO:0014905,56
GO:0019348,7
GO:1903713,0
GO:0019392,0
GO:0060743,10
GO:1904642,0
GO:0034130,0
GO:0090204,17
GO:1990709,0
GO:0033108,12
GO:0019550,5
GO:1902056,0
GO:0052702,0
GO:0141201,0
GO:0008207,42
GO:0160075,9
GO:0042551,41
GO:0033866,0
GO:0032979,1
GO:0071285,53
GO:0071305,15
GO:0099612,27
GO:0002310,0
GO:0140202,0
GO:0035709,3
GO:0044859,0
GO:1904561,0
GO:1901773,0
GO:0120317,9
GO:0052574,0
GO:0101024,0
GO:0043217,5
GO:0017126,0
GO:0016340,74
GO:0120192,105
GO:0042777,0
GO:0003200,0
GO:0098961,0
GO:0032197,13
GO:0032985,0
GO:0140116,0
GO:0006932,0
GO:0071925,0
GO:0048774,0
GO:0051550,0
GO:0140009,7
GO:1905371,0
GO:1901887,0
GO:1901937,0
GO:0021965,37
GO:0043450,0
GO:0002363,8
GO:0060890,0
GO:0019418,0
GO:0008038,13
GO:0030714,0
GO:1990687,0
GO:0003425,0
GO:0006559,16
GO:0099585,0
GO:0009292,0
GO:0038010,0
GO:1901792,0
GO:0042199,0
GO:0035677,0
GO:0042770,103
GO:1990646,14
GO:0061049,77
GO:0045132,7
GO:0072564,0
GO:0021888,0
GO:0003322,0
GO:0051259,66
GO:0038195,0
GO:0036323,10
GO:0019636,0
GO:0010055,0
GO:0140112,1
GO:0098792,22
GO:0007602,21
GO:0061722,0
GO:0019545,0
GO:0060718,2
GO:0099549,0
GO:0035382,0
GO:0030393,0
GO:0016189,2
GO:0019489,0
GO:1902896,8
GO:0071490,0
GO:0032264,3
GO:0030211,4
GO:0010377,0
GO:1902977,3
GO:0006610,9
GO:0038089,5
GO:0097624,0
GO:0043644,0
GO:0019676,0
GO:0140113,0
GO:0061684,42
GO:0140876,0
GO:0006617,3
GO:0106295,0
GO:0071549,184
GO:0062111,28
GO:0006636,29
GO:0034498,66
GO:0009694,0
GO:2001314,0
GO:0086042,0
GO:0001015,0
GO:0140380,0
GO:0106030,4
GO:0048664,12
GO:0006269,12
GO:0055013,440
GO:0006412,573
GO:0045199,22
GO:0048252,22
GO:0060886,0
GO:0099500,0
GO:1902243,0
GO:0051202,0
GO:0090391,0
GO:0052645,0
GO:0019687,0
GO:0086053,8
GO:1905517,29
GO:0060009,34
GO:0036257,15
GO:0090307,82
GO:0071258,3
GO:0014017,0
GO:1904981,0
GO:0035604,0
GO:0035162,38
GO:0018935,0
GO:0070197,32
GO:0098659,21
GO:0090149,8
GO:0045054,3
GO:0033506,0
GO:0007167,38
GO:0071245,0
GO:0044726,15
GO:0002316,1
GO:0019358,0
GO:0006283,9
GO:0009988,93
GO:0071449,0
GO:0043277,56
GO:0016346,0
GO:0006018,0
GO:0062234,0
GO:0060931,1
GO:0072007,0
GO:0007306,0
GO:0006055,0
GO:0048009,153
GO:0072262,4
GO:1905719,37
GO:0034614,252
GO:0021531,0
GO:0048354,0
GO:0061208,0
GO:1902985,0
GO:0060305,4
GO:1902774,6
GO:0048790,160
GO:0061246,0
GO:0110012,2
GO:0021938,0
GO:0051204,0
GO:1901950,0
GO:0090399,126
GO:0035780,0
GO:1902408,0
GO:0051716,44
GO:1902637,0
GO:2001131,0
GO:0035378,0
GO:0009081,1
GO:0071525,0
GO:0046360,0
GO:0046004,0
GO:0006606,389
GO:0046454,0
GO:0071434,0
GO:0090389,2
GO:0019332,0
GO:0093001,2
GO:0046436,0
GO:0060521,0
GO:0033693,1
GO:0097350,14
GO:0071386,0
GO:0061316,0
GO:0042158,15
GO:1903512,1
GO:0000354,0
GO:0061952,6
GO:0038169,0
GO:0034454,51
GO:0000390,32
GO:0019697,0
GO:0032053,62
GO:0031271,0
GO:0097577,2
GO:0007215,19
GO:0030865,17
GO:0018106,0
GO:0030224,90
GO:0009695,0
GO:0061450,34
GO:0030329,0
GO:0048673,0
GO:0042244,0
GO:0003255,0
GO:0061704,0
GO:0061724,8
GO:0036471,2
GO:0032130,0
GO:0032200,0
GO:0007271,63
GO:0072330,0
GO:0008298,20
GO:0002078,0
GO:0060573,0
GO:0072327,0
GO:0015787,1
GO:0006249,29
GO:0010654,0
GO:0009298,16
GO:0097535,8
GO:1900802,0
GO:0097484,47
GO:0019541,0
GO:0086027,14
GO:0000917,1
GO:0099403,0
GO:0015975,0
GO:0015937,64
GO:0032801,101
GO:0061590,84
GO:0140450,0
GO:0002292,23
GO:0098545,0
GO:0060220,0
GO:0044872,0
GO:0009663,0
GO:0097155,6
GO:0000032,0
GO:0030264,0
GO:0061255,0
GO:0019542,42
GO:0030252,16
GO:0036235,0
GO:1901280,0
GO:0045772,0
GO:0007263,25
GO:0050992,2
GO:0141068,33
GO:0022020,0
GO:0003418,6
GO:0090557,71
GO:0006221,0
GO:0019659,0
GO:0033472,0
GO:0000972,20
GO:0015966,9
GO:0036183,0
GO:0009773,0
GO:0061057,0
GO:0071823,0
GO:2001115,0
GO:0007160,594
GO:0021961,0
GO:0010118,0
GO:0034375,44
GO:0101023,0
GO:0140454,0
GO:0090454,0
GO:1903352,7
GO:0070136,0
GO:0009176,0
GO:0018905,0
GO:0006719,0
GO:0061580,6
GO:0007339,102
GO:0006709,7
GO:1904862,60
GO:0090668,0
GO:1904159,0
GO:0140239,0
GO:1901793,0
GO:0061239,0
GO:0009243,0
GO:0140493,17
GO:1903843,0
GO:0046902,18
GO:1902635,11
GO:0019502,0
GO:0016332,7
GO:0000350,2
GO:0043573,0
GO:0071834,0
GO:1901787,4
GO:1902609,0
GO:1901293,0
GO:0010120,0
GO:0003273,44
GO:0060830,0
GO:1900769,0
GO:0072325,0
GO:0071498,81
GO:0046451,0
GO:1903447,0
GO:0035691,0
GO:1903457,0
GO:0071205,56
GO:0046323,63
GO:0035029,0
GO:0014909,20
GO:0038092,10
GO:0032366,37
GO:0019508,0
GO:0046394,0
GO:0046357,0
GO:0110088,6
GO:0060930,0
GO:0099550,0
GO:0006103,33
GO:0000422,45
GO:0072482,0
GO:1902906,0
GO:0043335,10
GO:0060802,0
GO:0061565,0
GO:0034627,0
GO:0006188,2
GO:0051122,42
GO:0042098,124
GO:0075512,0
GO:0061442,0
GO:0019094,0
GO:2001283,0
GO:0071870,17
GO:1901054,0
GO:0098917,0
GO:0030206,75
GO:0051791,11
GO:0033586,0
GO:0071594,0
GO:0006644,134
GO:0019408,1
GO:0036035,33
GO:0003292,0
GO:0060396,16
GO:0006897,1269
GO:0002772,0
GO:1902357,0
GO:0017156,216
GO:0140873,0
GO:0071880,25
GO:0032630,0
GO:0021813,0
GO:0033465,0
GO:0046031,4
GO:0007144,34
GO:0006530,0
GO:0070887,55
GO:0042250,0
GO:0045038,0
GO:0098714,0
GO:0042699,5
GO:0071978,0
GO:0051170,26
GO:0046398,20
GO:0034356,0
GO:0016973,67
GO:0000424,0
GO:0009204,0
GO:0061820,62
GO:1904401,1
GO:0099636,0
GO:1904271,6
GO:0035351,21
GO:1905372,0
GO:0052697,9
GO:0061457,0
GO:0038170,25
GO:2001127,0
GO:0106296,0
GO:1902634,0
GO:0099109,1
GO:0000492,14
GO:0000348,5
GO:0045046,3
GO:0072155,0
GO:0035937,0
GO:0008283,1021
GO:0021924,0
GO:0098916,0
GO:0070199,0
GO:0140898,0
GO:0042201,0
GO:0021981,0
GO:1901789,0
GO:0072530,0
GO:0002319,0
GO:1905199,8
GO:0014044,155
GO:0036148,0
GO:0046651,39
GO:0032392,13
GO:0002329,8
GO:0030035,20
GO:0080147,0
GO:0019376,5
GO:0046168,3
GO:0070493,32
GO:0106081,0
GO:0006167,9
GO:0002361,0
GO:0070583,0
GO:0046041,2
GO:0006113,0
GO:0050674,0
GO:0071294,67
GO:1903075,0
GO:0019633,0
GO:1901870,0
GO:0035708,0
GO:1902383,0
GO:0019657,0
GO:0036460,0
GO:0044774,0
GO:0030222,12
GO:1990408,28
GO:1905351,0
GO:0099024,0
GO:1904011,0
GO:1903554,0
GO:0021843,0
GO:1990180,0
GO:0015679,11
GO:0015749,4
GO:0045217,14
GO:1903831,0
GO:1902189,0
GO:0016321,7
GO:0033353,4
GO:0009231,0
GO:0099185,1
GO:0009215,0
GO:0016036,35
GO:0008347,39
GO:0002285,0
GO:0097411,7
GO:0009140,0
GO:1904491,86
GO:1901752,0
GO:0002076,58
GO:0007269,191
GO:0006119,34
GO:0042863,0
GO:0001783,17
GO:0030208,13
GO:0039640,0
GO:0001887,3
GO:0051651,6
GO:0002322,19
GO:1990751,0
GO:1902776,0
GO:0045063,57
GO:0010619,0
GO:0019647,0
GO:0060530,0
GO:1990878,3
GO:0007266,480
GO:0009827,0
GO:0046467,0
GO:0010430,11
GO:0097111,9
GO:0097069,2
GO:0061485,13
GO:0071265,0
GO:0042700,3
GO:1901282,0
GO:0090510,0
GO:0034446,342
GO:0055004,0
GO:0071251,0
GO:0036135,11
GO:0046054,30
GO:0016260,1
GO:0050936,0
GO:0030046,0
GO:0046188,0
GO:0061250,0
GO:0046292,7
GO:0046048,0
GO:0042759,29
GO:0006201,0
GO:0019637,0
GO:1901802,0
GO:0044206,9
GO:0071267,3
GO:1990145,2
GO:0010796,2
GO:0071924,0
GO:0038119,0
GO:0062170,0
GO:0003391,0
GO:0046295,2
GO:0099153,0
GO:0034638,43
GO:0048657,0
GO:0007232,0
GO:0002276,4
GO:0007199,10
GO:0021949,0
GO:0071224,14
GO:0015979,0
GO:0061564,93
GO:0007076,44
GO:0032837,0
GO:0009146,0
GO:0033584,0
GO:0160119,0
GO:1902384,0
GO:0048041,123
GO:0006244,0
GO:0071311,0
GO:1900814,0
GO:0003325,0
GO:0018984,0
GO:0038156,23
GO:0051309,9
GO:1990892,0
GO:0035720,60
GO:0010182,0
GO:0099069,0
GO:0097402,4
GO:0030954,6
GO:0071921,0
GO:0042376,0
GO:0036285,2
GO:0036160,0
GO:0071604,15
GO:1902759,0
GO:0060317,52
GO:0006408,6
GO:1902989,0
GO:0060809,0
GO:0008219,0
GO:0036444,65
GO:0019382,0
GO:0086028,0
GO:0071827,0
GO:0061582,10
GO:0007077,0
GO:0038002,0
GO:0019599,0
GO:0006751,15
GO:0048491,0
GO:1902195,0
GO:0106091,5
GO:0044843,19
GO:0016063,0
GO:0090408,0
GO:0061567,0
GO:0072251,0
GO:1901932,0
GO:0140582,0
GO:0080171,0
GO:0015762,0
GO:0046399,0
GO:0051457,43
GO:0052316,0
GO:0071464,70
GO:0070358,19
GO:0051230,0
GO:0039688,0
GO:0007098,217
GO:0170006,0
GO:0097750,9
GO:0034109,74
GO:0090601,0
GO:0033367,0
GO:0042758,18
GO:0021837,2
GO:0048308,0
GO:1990810,0
GO:0021533,0
GO:1901813,0
GO:1901706,0
GO:0072260,0
GO:0098925,4
GO:0002336,0
GO:0033275,0
GO:1990656,0
GO:0036300,0
GO:0060640,0
GO:0070370,1
GO:1901848,0
GO:0009396,10
GO:1901281,0
GO:1900633,0
GO:0055001,128
GO:0006413,111
GO:0065004,28
GO:0034755,57
GO:0046359,4
GO:0035646,56
GO:0006335,26
GO:0006245,0
GO:0019720,0
GO:0170037,0
GO:1904982,0
GO:0051639,50
GO:0051542,0
GO:0030417,0
GO:0035426,11
GO:0071328,0
GO:0019677,5
GO:0003398,0
GO:0019744,0
GO:0071872,114
GO:0062196,12
GO:0048240,68
GO:1904738,13
GO:0019655,0
GO:0097700,0
GO:0061264,0
GO:0007287,0
GO:1901782,0
GO:0070427,26
GO:0016056,1
GO:0045444,324
GO:0071415,26
GO:0030221,2
GO:0090638,0
GO:0001111,10
GO:0006631,711
GO:0071326,0
GO:0001766,17
GO:0034150,0
GO:0019458,0
GO:0009144,0
GO:0021755,0
GO:0036181,0
GO:0060984,0
GO:0034337,10
GO:0071280,53
GO:0003305,0
GO:0060395,110
GO:0035933,0
GO:1901818,0
GO:0071218,32
GO:0038112,0
GO:0110072,0
GO:0060983,0
GO:0060217,2
GO:0032325,0
GO:0044598,24
GO:0061446,0
GO:0120306,0
GO:0071216,0
GO:1905583,0
GO:0016320,0
GO:0051763,0
GO:0071239,0
GO:0002320,2
GO:1902356,0
GO:0072334,5
GO:0021884,13
GO:1902242,0
GO:0098534,27
GO:0033467,0
GO:0072162,16
GO:0070782,81
GO:0009443,2
GO:0010481,0
GO:0021534,7
GO:0043692,0
GO:0015953,0
GO:1903476,0
GO:0062163,0
GO:0032288,31
GO:0002775,0
GO:1903558,0
GO:0001573,6
GO:1902441,0
GO:0046548,165
GO:0036529,0
GO:0070285,8
GO:0051017,131
GO:0046459,0
GO:0141194,0
GO:0014009,144
GO:1901540,0
GO:1990139,0
GO:0007229,490
GO:0099628,0
GO:0090158,32
GO:0060057,14
GO:0035999,126
GO:1902200,0
GO:0080003,0
GO:0007192,1
GO:0051276,241
GO:0099088,0
GO:0061471,0
GO:0042866,21
GO:0060561,31
GO:0060825,0
GO:0006913,254
GO:0015950,0
GO:0045458,0
GO:1903394,7
GO:0071268,0
GO:0072670,0
GO:0010443,0
GO:0090455,0
GO:0023035,25
GO:0021895,12
GO:0060097,0
GO:0141168,0
GO:0090657,13
GO:0072255,0
GO:0019380,0
GO:0032623,0
GO:0065002,15
GO:0035443,0
GO:0120145,0
GO:0038145,2
GO:0046940,58
GO:1902859,0
GO:1902346,0
GO:0010778,0
GO:0044379,0
GO:0045460,0
GO:0061352,0
GO:0006549,0
GO:0015905,0
GO:0097704,0
GO:0051458,0
GO:0060221,9
GO:0034113,125
GO:0009299,6
GO:0003335,2
GO:0097214,0
GO:0045122,0
GO:0001949,2
GO:1903475,0
GO:0097093,0
GO:0019632,0
GO:0019801,0
GO:0021848,0
GO:0034314,35
GO:0007105,0
GO:0071380,71
GO:0071608,0
GO:0007161,15
GO:0010496,0
GO:1902549,0
GO:0002263,6
GO:0098739,28
GO:0046826,31
GO:0042067,0
GO:0046247,0
GO:0000055,79
GO:0000045,274
GO:0030182,742
GO:0140745,4
GO:0050900,75
GO:0006091,42
GO:0075509,24
GO:0034650,17
GO:0009913,53
GO:1903810,9
GO:0035666,28
GO:0033053,0
GO:0006768,3
GO:0036339,0
GO:0052701,0
GO:0009217,0
GO:0160086,0
GO:0016101,1
GO:0000011,0
GO:0021785,50
