GO Term,Number of Entries
GO:0002405,0
GO:0001923,0
GO:0002490,0
GO:0033023,1
GO:0002387,0
GO:0097529,11
GO:0035011,0
GO:0002564,0
GO:0002563,0
GO:0140426,0
GO:0002473,0
GO:0072678,3
GO:0001776,2
GO:0002367,0
GO:0002456,14
GO:0050852,403
GO:0002284,0
GO:0002339,0
GO:0002327,27
GO:0043320,19
GO:0002223,16
GO:0006962,0
GO:0002560,0
GO:0001777,0
GO:0035165,0
GO:0045321,3
GO:0002745,0
GO:0002262,29
GO:0002403,0
GO:0002276,4
GO:0002252,0
GO:0048292,0
GO:0006957,60
GO:0070431,32
GO:0046649,37
GO:0035706,0
GO:0002570,0
GO:0035661,0
GO:0032762,0
GO:0030217,285
GO:0002478,0
GO:0033080,22
GO:0034142,48
GO:0002424,0
GO:0002233,0
GO:0002270,1
GO:0002519,20
GO:0002511,0
GO:0045065,0
GO:0002289,0
GO:0016445,9
GO:0002395,17
GO:0043383,2
GO:0001905,12
GO:0002299,0
GO:0002450,0
GO:0061519,10
GO:0002377,0
GO:0002305,6
GO:0043366,18
GO:0061057,0
GO:0002280,28
GO:0042092,10
GO:0002264,0
GO:0002308,0
GO:0002465,0
GO:1902615,0
GO:0046651,39
GO:0002389,0
GO:0002507,0
GO:0002343,0
GO:0019885,14
GO:0035163,0
GO:0035708,0
GO:0002322,19
GO:0002207,0
GO:0002302,0
GO:0002413,0
GO:0042117,8
GO:0002426,0
GO:0042590,17
GO:0002408,0
GO:0002251,0
GO:0002273,5
GO:0038096,0
GO:0002324,0
GO:0002309,11
GO:0002221,63
GO:0042098,124
GO:0002757,0
GO:0140894,0
GO:0035660,0
GO:0002512,0
GO:0002298,0
GO:0033079,0
GO:0034150,0
GO:0002870,5
GO:0001774,67
GO:0097021,1
GO:0002425,0
GO:0090716,0
GO:0002384,0
GO:0140896,0
GO:0001782,63
GO:0002293,0
GO:0048003,0
GO:0002439,0
GO:0038178,17
GO:0035010,0
GO:0120117,0
GO:0002220,0
GO:0035742,0
GO:0002340,0
GO:0002278,0
GO:0002283,6
GO:0034174,0
GO:0002447,1
GO:0051132,0
GO:0001802,0
GO:0002483,0
GO:0006955,453
GO:0140635,0
GO:0035711,2
GO:0002751,0
GO:0061082,0
GO:0090644,0
GO:0002429,0
GO:0042088,17
GO:0035704,0
GO:0045728,4
GO:0042722,0
GO:0045067,0
GO:0002464,0
GO:0046631,23
GO:0072682,0
GO:0002290,0
GO:0002310,0
GO:0045061,35
GO:0030101,17
GO:0002488,0
GO:0002311,0
GO:0035664,0
GO:0002260,65
GO:0002285,0
GO:0002551,30
GO:0061485,13
GO:0002558,0
GO:0002300,0
GO:0042119,11
GO:0002758,13
GO:0071708,0
GO:0002383,0
GO:0002291,5
GO:0002314,21
GO:0002748,0
GO:1904157,5
GO:0045068,0
GO:0002369,0
GO:0046633,26
GO:0002566,0
GO:0002681,0
GO:0035688,0
GO:0001788,1
GO:0002514,0
GO:0002510,0
GO:0035666,28
GO:0035683,20
GO:0035687,0
GO:0002348,0
GO:0042093,3
GO:0002272,0
GO:0002350,0
GO:0002325,0
GO:0061520,25
GO:0002388,0
GO:0035698,0
GO:0002317,6
GO:0002200,0
GO:0002517,0
GO:0002341,0
GO:0002401,0
GO:0002747,0
GO:0035168,0
GO:0002562,0
GO:0051215,0
GO:0001867,4
GO:0002428,0
GO:0036230,0
GO:0097282,0
GO:0002462,1
GO:0072679,0
GO:0002518,0
GO:0042381,0
GO:0035747,0
GO:0002275,0
GO:0090715,0
GO:0043368,12
GO:0002486,53
GO:1904156,0
0002376,0
GO:0002440,0
GO:0002345,0
GO:0002400,0
GO:0045064,14
GO:0035665,0
GO:0019886,50
GO:0002466,0
GO:0019731,109
GO:0002277,33
GO:0002267,0
GO:0002430,69
GO:0002435,0
GO:0001909,7
GO:0035745,0
GO:0002206,0
GO:0019730,4
GO:0002361,0
GO:0002460,5
GO:0002307,0
GO:0002524,0
GO:0002406,0
GO:0050904,15
GO:0034166,0
GO:0035172,0
GO:0002409,0
GO:0016446,81
GO:0002332,0
GO:0002444,0
GO:0002338,0
GO:0035667,0
GO:0048291,0
GO:0002372,0
GO:0002755,16
GO:0002470,0
GO:0072683,3
GO:0045066,6
GO:0042113,247
GO:0002472,0
GO:0070943,0
GO:0050853,200
GO:0042688,0
GO:0002561,0
GO:0002279,0
GO:0002432,1
GO:0002458,3
GO:0048007,21
GO:0002334,1
GO:0033153,17
GO:0002443,7
GO:0035709,3
GO:0019724,36
GO:0035006,0
GO:0002468,3
GO:0002205,0
GO:0002448,0
GO:0097279,3
GO:0030098,78
GO:0043312,22
GO:0035170,0
GO:0035741,0
GO:0070427,26
GO:0072672,16
GO:0030593,132
GO:0071621,1
GO:0002335,5
GO:0002265,32
GO:0002222,0
GO:0002263,6
GO:0039529,49
GO:0006956,134
GO:0002504,13
GO:0001866,0
GO:0002370,0
GO:0002451,0
GO:0002201,0
GO:1905517,29
GO:0042492,40
GO:0097022,37
GO:0048290,0
GO:1904155,0
GO:0002446,2
GO:0072681,0
GO:0050900,75
GO:0035740,0
GO:0002227,32
GO:0002420,0
GO:0002274,0
GO:0002476,53
GO:0002753,100
GO:0002204,13
GO:0034101,9
GO:0002480,0
GO:0002232,31
GO:0043379,10
GO:0002253,0
GO:0045123,3
GO:0048006,0
GO:1990959,1
GO:0006958,126
GO:0002515,0
GO:0043307,0
GO:0009864,0
GO:0043029,123
GO:0140895,0
GO:0002536,4
GO:0002433,0
GO:0001787,25
GO:0002523,36
GO:0035944,0
GO:0002269,2
GO:0034138,32
GO:0002368,0
GO:0019883,0
GO:0002495,22
GO:0048289,6
GO:0002303,0
GO:0061470,7
GO:0002559,0
GO:0035707,0
GO:0043308,0
GO:0035703,0
GO:0070942,0
GO:0033077,114
GO:0002261,0
GO:0002313,0
GO:0002754,0
GO:0097531,11
GO:0035682,0
GO:0010934,0
GO:0002329,8
GO:1990117,0
GO:0035743,0
GO:0090718,0
GO:0031294,0
GO:0050851,4
GO:0002474,20
GO:0043303,96
GO:0035668,0
GO:0090713,0
GO:0002568,0
GO:0002286,38
GO:0001913,75
GO:0072676,2
GO:0002487,0
GO:0039530,5
GO:0072539,3
GO:0051214,0
GO:0002417,0
GO:0035171,0
GO:0002316,1
GO:0002319,0
GO:0002288,0
GO:0002407,37
GO:0002438,51
GO:0090719,0
GO:0035164,0
GO:0002756,4
GO:0009626,0
GO:0090714,0
GO:0016068,0
GO:0002565,0
GO:0002404,0
GO:0001922,16
GO:0019884,4
GO:0002455,9
GO:0036037,27
GO:0042116,90
GO:0035705,0
GO:0002304,0
GO:0070944,1
GO:0002371,0
GO:0002344,1
GO:0042100,86
GO:0002208,16
GO:0009682,0
GO:0002394,0
GO:0001794,0
GO:0001773,36
GO:0160083,0
GO:0035744,0
GO:0002453,0
GO:0002575,0
GO:0048246,30
GO:0010818,87
GO:0030183,245
GO:0002746,0
GO:0008228,2
GO:0072538,38
GO:0045058,8
GO:0002485,8
GO:0035769,0
GO:0002418,0
GO:0002202,0
GO:0002410,0
GO:0097281,0
GO:0036145,0
GO:0016447,13
GO:0002752,3
GO:0002282,0
GO:0071674,3
GO:0002508,20
GO:0042110,156
GO:0006959,88
GO:0002459,0
GO:0042387,0
GO:0035754,1
GO:0002281,75
GO:0140374,196
GO:0034134,17
GO:0002567,0
GO:0010931,0
GO:0045062,28
GO:0002421,0
GO:0035872,0
GO:0072677,4
GO:0045575,5
GO:0002520,25
GO:0002287,0
GO:0035681,0
GO:0045190,66
GO:0043367,8
GO:0009616,0
GO:0002513,6
GO:0035783,2
GO:0002477,19
GO:0050798,43
GO:0002509,3
GO:0002411,0
GO:0034162,46
GO:0002431,5
GO:0002489,0
GO:0001806,0
GO:0002249,0
GO:0034146,0
GO:0031295,44
GO:0002522,66
GO:0002569,0
GO:0002218,278
GO:0002385,19
GO:0002457,11
GO:0030595,10
GO:0002471,0
