GO Term,Number of Entries
GO:0003351,234
GO:0015799,0
GO:0006898,377
GO:0098964,13
GO:0015747,41
GO:1904107,0
GO:0140450,0
GO:0015798,13
GO:1990616,0
GO:0098777,0
GO:0051625,23
GO:0080121,1
GO:0042955,0
GO:1905755,0
GO:0090539,0
GO:1902441,0
GO:0141204,0
GO:1990849,0
GO:0061589,60
GO:0043396,0
GO:0099636,0
GO:0140329,1
GO:0035623,4
GO:1902599,0
GO:0071921,0
GO:0140021,3
GO:0045039,18
GO:0097115,4
GO:0045046,3
GO:1900383,0
GO:0033370,0
GO:0015750,0
GO:0045049,0
GO:0032258,0
GO:0015724,0
GO:1903361,5
GO:0061865,2
GO:0015818,37
GO:0020028,78
GO:0071562,0
GO:0097271,0
GO:0015735,0
GO:0070294,76
GO:0015828,19
GO:0030302,0
GO:0015827,25
GO:0030255,0
GO:0051651,6
GO:1905200,0
GO:0061883,0
GO:0098968,5
GO:0001408,0
GO:0035941,0
GO:0120329,0
GO:0051234,0
GO:0006625,26
GO:0034499,0
GO:0015764,0
GO:0032310,17
GO:0015712,0
GO:0099515,0
GO:0015914,295
GO:0032973,1
GO:0061817,14
GO:0061546,0
GO:1904334,0
GO:0034643,0
GO:0099003,96
GO:1990793,0
GO:0032596,0
GO:0015920,5
GO:0072579,10
GO:0071206,4
GO:0000101,0
GO:0097717,0
GO:0097051,36
GO:0140464,0
GO:0099111,0
GO:0140914,28
GO:0110077,46
GO:0019915,113
GO:0042137,0
GO:0033227,10
GO:2001100,0
GO:0043312,22
GO:0044873,25
GO:0035592,0
GO:0006862,26
GO:0098708,24
GO:0046963,0
GO:0035720,60
GO:0006849,0
GO:1903120,0
GO:0019092,0
GO:0089709,0
GO:0043132,6
GO:0016240,21
GO:0006622,100
GO:1901349,0
GO:0010585,5
GO:0015700,0
GO:0015677,27
GO:0071422,23
GO:0006405,136
GO:1902575,0
GO:0033380,0
GO:0052544,0
GO:0014047,39
0051179,0
GO:0090672,0
GO:0032472,23
GO:0046967,0
GO:0015702,0
GO:0099612,27
GO:0072657,134
GO:0006610,9
GO:2001098,0
GO:0015849,0
GO:0023002,0
GO:0015792,0
GO:0070468,0
GO:0033212,33
GO:0097639,0
GO:0099614,0
GO:0062237,0
GO:0035582,13
GO:0061764,2
GO:1902358,66
GO:0032979,1
GO:0036010,59
GO:1904273,6
GO:0032510,8
GO:0061492,0
GO:0038017,0
GO:0072385,34
GO:0051601,16
GO:0032257,0
GO:0071934,23
GO:0007269,191
GO:1902600,345
GO:0006833,37
GO:1990778,3
GO:0002555,0
GO:0042869,0
GO:1904082,0
GO:1990896,0
GO:0140026,0
GO:0044856,0
GO:0015865,21
GO:0061669,96
GO:1905130,0
GO:0075509,24
GO:0015759,0
GO:0042928,0
GO:0010351,0
GO:0051658,8
GO:0090670,0
GO:0015729,0
GO:0015866,6
GO:0098660,70
GO:0042953,108
GO:2001088,0
GO:0140157,12
GO:0035442,0
GO:1902577,0
GO:0098718,0
GO:0097045,0
GO:1901475,0
GO:0015839,0
GO:0050788,0
GO:0140057,0
GO:0043303,96
GO:0140270,0
GO:0045167,0
GO:0098715,0
GO:1990540,8
GO:0002415,0
GO:0150104,8
GO:1904916,0
GO:0072765,0
GO:0008645,7
GO:0043299,0
GO:0042701,0
GO:0051031,0
GO:0015754,0
GO:0140125,0
